,AAPL US Equity,,,,,MSFT US Equity,,,,,GOOGL US Equity,,,,,AMZN US Equity,,,,,TSLA US Equity,,,,,CSCO US Equity,,,,,ADBE US Equity,,,,,INTU US Equity,,,,,VRSN US Equity,,,,,PYPL US Equity,,,,,MDLZ US Equity,,,,,AMGN US Equity,,,,,GILD US Equity,,,,,MRNA UW Equity,,,,,REGN US Equity,,,,,JPM US Equity,,,,,GS US Equity,,,,,V US Equity,,,,,AXP US Equity,,,,,IBM US Equity,,,,,HSBA LN Equity,,,,,BARC LN Equity,,,,,LLOY LN Equity,,,,,STAN LN Equity,,,,,SDR LN Equity,,,,,HL/ LN Equity,,,,,LSEG LN Equity,,,,,BATS LN Equity,,,,,ULVR LN Equity,,,,,TSCO US Equity,,,,,SBRY LN Equity,,,,,MKS LN Equity,,,,,BA US Equity,,,,,DTE GR Equity,,,,,TTE FP Equity,,,,,ABI BB Equity,,,,,NOKIA FP Equity,,,,,BNP FP Equity,,,,,SAN FP Equity,,,,,ALV GR Equity,,,,,EXPN LN Equity,,,,,ITRK LN Equity,,,,,EZJ LN Equity,,,,,AUTO LN Equity,,,,,SGRO LN Equity,,,,,UTG LN Equity,,,,,LAND LN Equity,,,,,BND US Equity,,,,,UKAB3YAC Index,UKX Index,,,,,SPX Index,,,,
13/10/2023,178.85,181.42,181.93,178.14,51456082,334.27,330.09,336.16,329.46,19548165,136.38,134.91,136.66,134.85,23584188,138.23,136.86,138.852,136.75,38365929,248.5,251.22,256.52,246.67,118559635,56.67,56.76,57.07,56.56,13993109,560.36,568.9,570.24,558.03,2265288,550.56,552.31,558.64,549.77,1245048,206.56,207.66,209.31,205.83,299426,60.98,61.58,61.81,60.31,15373809,69.82,69.99,70,69.24,6838491,259.43,255.75,260.34,254.97,2449115,76,76.12,76.595,75.05,6695505,107.64,107.62,109.46,106.9,814268,830.69,830.36,841.16,825.3,421650,143.83,143.37,144.12,142.65,7110254,325.52,321.92,325.97,321.659,2026803,247.29,247.79,248.14,246.44,3309819,157.43,157.02,157.79,156.71,1931613,147.68,147.35,148.59,147.26,3722927,584.4,585.2,587.6,576.9,9965225,148.24,147.5,148.72,145.86,25120997,41.34,41.06,41.415,40.705,94739411,705.6,706.2,707.4,695.6,3230632,403.3,403.8,405.3,399.7,847068,739.4,733.6,743.8,733.6,733422,8264,8196,8280,8142,855759,2592,2585.5,2595,2565.5,1361210,4042.5,4036,4046.5,4004,1762760,217.39,218.88,220.04,216.79,986079,266.9,263.1,267,263.1,1973257,221.9,220.4,221.9,219,3028262,211.27,215.825,216,210.51,5759415,20.095,19.998,20.15,19.9,6242871,60.38,59.9,60.47,59.51,3946074,52.42,52.68,52.68,51.71,816011,3.7635,3.7665,3.787,3.718,37418,58.43,58.69,59.05,57.48,2162431,100.34,99.88,100.56,99.1,1246684,222,221.8,222.5,219.1,859430,2778,2784,2791,2754,535968,4205,4172,4205,4145,214963,431.5,426,433.9,417.1,2227963,602.2,602.4,605.4,598.4,650884,726.4,725.2,731.4,723,736492,920.5,912.5,921.5,912,359415,577.4,578.4,582,574.8,624328,71,71.09,71.17,70.98,4270669,4000,7478.19,7441.72,7480.64,7402.1,405346955,4457.49,4451.3,4473.53,4448.38,543363986
16/10/2023,178.72,176.75,179.075,176.51,52516984,337.94,337.24,338.42,335.43,16583324,136.92,136.54,137.48,135.785,20763350,143.1,138.75,143.62,138.64,56764525,273.58,264.27,274.85,260.61,174667852,56.84,56.72,56.965,56.44,15842487,564.5,562,565.43,556.7,2083293,549.3,551.21,553.69,547.977,1242473,202.26,206.07,207.185,201.15,538385,61.93,61.73,62.26,61.27,12280056,71.37,70.13,71.565,69.88,6503941,261.72,258.21,262.81,257.41,2135230,77.04,76.05,77.17,76,8053756,105.8,106.8,107.235,104.61,890173,833.53,824.48,835.845,822.89,374807,144.46,144.75,145.05,143.69,6854220,324.65,328.26,330.15,324.29,1283102,247.22,247.33,248.36,246.27,2995835,157.83,158.37,159.16,157.397,2611054,148.38,148.57,148.78,147.58,3273720,590,582.4,591.3,581.9,21427816,149.9,147.94,150.56,147.94,27371245,41.58,41.6,41.86,41.29,146673170,715,712.8,717.6,709.2,4143808,406.1,401.6,408,401.6,714727,752.4,745.8,754.2,745.4,690116,8300,8322,8400,8298,2478935,2638.5,2611.5,2643,2607.5,1906373,4048.5,4049,4063,4022,2006810,217.68,218.1,219.0325,216.9,731983,269.1,265.3,270.4,265.3,2178568,220.5,223.9,224.4,218.7,5020366,211.01,213.76,214.2,208.77,4522283,20.41,20.185,20.54,20.115,7408390,60.74,60.48,61.2,60.46,3958740,52.84,52.9,52.98,52.36,1110566,3.788,3.764,3.788,3.746,64070,59.51,58.8,59.79,58.74,3147534,101.82,100.42,102.24,100.4,1654108,224.6,221.5,225,221.5,831775,2759,2789,2794,2742,1074322,4178,4102,4220,4102,160134,441.1,435.6,444.3,428.5,3157579,603.6,601.8,608.2,599.6,803352,729.8,733,739.6,726.8,919525,920.5,898.5,930,898.5,244032,579.6,577.2,585.2,577,925754,70.89,70.9,70.95,70.83,4215895,4000,7496.87,7478.19,7549.34,7467.35,508333296,4487.46,4480.98,4490.77,4467.89,564284803
17/10/2023,177.15,176.645,178.42,174.8,57549350,331.77,335.815,336.79,331.48,17565482,135.34,136.26,136.87,135.19,18405505,141.23,142.32,143,140.61,42668452,267.48,270.76,278.39,266.6,135999866,56.39,56.65,56.86,56.34,13916088,542.21,555.63,559.092,540.37,3961254,546,543,547.72,540.01,1312617,198.48,201.17,202.055,198.36,610844,62.81,61.88,63.69,61.76,12224288,71.06,71.37,71.44,70.94,4834463,260.31,262.68,263.015,257.86,1574044,76.8,76.99,77.23,76.28,4181296,105.24,105.37,106.1,103.535,731608,832.77,835.49,837.3,829.457,296088,146.34,144.5,147.32,144.05,8363165,330.9,324.01,335.28,324,2054652,247.3,246.94,247.76,246.01,3499561,158.5,157.65,159.72,157.45,2659239,146.3,147.92,148,145.8,4457695,597.3,593.9,600.3,591.2,25902842,153.58,150.8,153.76,150.66,41792547,42.48,41.95,42.49,41.665,155873064,725.4,717,730,714.6,5738433,404.8,408.7,409.9,404.3,814288,754.6,756.2,756.8,749.6,562910,8334,8300,8350,8276,700014,2670,2647,2680,2647,2074133,4036,4056.5,4078,4036,2112450,217.1,217.68,218.655,216.6,731742,272.8,270,274.6,269.7,2134065,222.7,220.2,225.2,219.9,6219528,210.65,209.35,212.26,208.58,3256455,20.555,20.4,20.65,20.37,4167589,61.29,60.47,61.37,60.36,4172597,52.45,52.99,52.99,52.41,1003457,3.7435,3.7685,3.777,3.7435,53935,59.87,59.7,59.92,59.41,2550025,101.68,101.92,102.58,101.52,1287250,226.4,224.6,226.95,224.25,846539,2757,2770,2779,2741,621458,4169,4195,4212,4169,160518,455.7,444,464,439.3,4625858,599,600.4,605.2,597.2,687228,724.4,732.2,738.4,722.6,1217955,924,925,930,917,232648,576.4,580.2,585.4,573,771361,70.94,70.93,70.96,70.85,4246265,4000,7527.53,7496.87,7550.24,7496.34,591388618,4461.9,4473.27,4487.11,4456.83,572264222
18/10/2023,175.84,175.58,177.575,175.11,54764375,336.06,331.31,336.85,331.17,16544412,136.71,135.09,136.9,134.15,20749496,144.85,140.95,144.98,140.865,60465175,271.3,270.07,274.98,268.1,111673737,56.28,56.32,56.529,56.08,13092199,553.56,557.02,559.85,546.43,3465169,541.95,544.24,545.65,538.86,1136345,199.47,198.62,200.04,198.335,564211,62.84,62.81,63.32,62.165,9426567,71.29,70.91,71.3889,70.8,4026649,257.23,259.34,260.22,257.02,2182757,77.31,77,77.53,76.915,4407900,108.59,113.71,114.88,107.32,2315579,826.25,832.58,835.55,824.98,396542,146.41,147.34,147.7,145.82,8325914,334.98,333.5,337.01,330.82,2164992,247.83,247.15,250.06,246.61,5657025,159.14,159.34,160.7,158.62,2976903,146.55,145.95,146.98,145.92,2627999,611,603,614.9,601.9,19685822,157.24,154.12,157.96,153.86,41414764,42.6,42.74,42.845,42.495,95360405,722.6,722,733.4,722,6140034,407.2,404.7,407.2,401.6,1283171,760.8,751.4,764.2,748.4,737140,8248,8294,8330,8224,618576,2673.5,2662,2682,2657.5,1745635,4033,4033,4042.5,4009.5,2397546,215.89,217.15,218.32,214.81,1023161,273.6,274.4,275.6,272.6,2038248,221.1,229.1,229.3,220.6,5793937,208.4,210,212.18,207.75,3538051,20.52,20.485,20.59,20.355,4638910,61.23,61.3,61.83,60.97,4838628,52.2,52.1,52.36,51.55,1152841,3.7115,3.74,3.7605,3.696,68242,59.89,59.97,60.4,59.7,2191422,101.5,101.74,102.02,100.94,1231772,226.55,225.7,227.7,225.05,940299,2763,2742,2773,2727,954427,4187,4162,4199,4133,216569,454.1,452.7,460.8,449.8,1981608,599.2,598.2,599.8,594.4,1317245,728,723,732.4,718.6,1499380,925,921,931,913,462087,581.6,572,585,571.2,1245609,71.05,70.86,71.117,70.86,6142461,4000,7525.99,7527.53,7545.16,7490.37,584759887,4467.44,4462.65,4479.39,4453.52,638751478
19/10/2023,175.46,176.04,177.84,175.19,59302863,338.7,339.148,340.86,336.57,20267048,138.1,137.6,138.695,136.24,24750968,144.72,145.08,145.86,142.95,64033607,276.04,271.32,276.7094,270.42,107709842,56.37,56.42,56.47,56.08,15760269,552.16,551.09,555.195,544.34,4786850,547.6,545.12,549.52,537.96,973363,200.41,200.73,201.95,200.025,521526,64.44,63.89,64.6,63.31,14564692,72.38,71.5,72.545,71.37,5183160,262.3,258.9,263.14,258.54,3072523,77.36,76.79,77.73,76.735,4424387,112.81,108.59,114.33,106.39,1562503,832.38,830,838.06,826.53,388944,149.25,147.84,149.895,147.52,10034931,344.57,339,345.12,336.85,2822721,241.5,245,245.54,238.75,11999981,161.78,160.57,161.96,160,3209986,147.35,147.38,147.73,146.48,2723200,626.9,612.5,629.7,609.3,22825622,160.08,157.38,160.46,156.82,42024642,43.23,42.63,43.355,42.39,154531213,741.8,725.2,743.2,720.4,5101024,413.8,404.7,414.3,404.7,994379,773.4,762.2,779,756.6,1026865,8366,8278,8366,8246,608035,2707.5,2672,2714,2662,2297184,4063.5,4039,4072.5,4014,2312440,215.93,215.9,216.06,213.76,1053128,276.2,271.9,276.2,271.5,2732466,218.9,222.3,222.6,217,7755819,209.05,209.14,210.44,208.1,3974820,20.725,20.565,20.79,20.44,8026357,62.28,61.44,62.38,61.23,6027529,52.97,52.2,53.07,51.97,1411959,3.737,3.7285,3.76,3.6915,58577,61.3,59.97,61.56,59.62,3850193,102.42,101.52,102.6,100.84,1708339,231.7,226.55,231.85,226.55,1452506,2810,2773,2818,2754,930150,4191,4131,4207,4129,187770,446.9,453.8,453.8,438.7,3569207,614.4,599.2,616.2,597.6,1817419,749.4,728,751.6,725.2,1468421,928.5,914.5,934.5,908,544716,600.4,581.8,600.4,578.2,1169755,70.93,71.1,71.135,70.91,5227299,4000,7673.08,7525.99,7686.96,7525.99,669692508,4505.1,4487.78,4511.99,4478.69,666838704
20/10/2023,172.88,175.31,175.42,172.64,64244028,330.22,336.92,337.3975,329.65,37679792,137.4,137.98,138.52,136.48,38919614,140.39,142.69,143.57,140.09,102909327,274.39,277.55,278.98,271,133692313,56.04,56.31,56.39,55.54,44029151,528.89,532.11,537.69,523.616,9774477,538.08,548.14,548.15,537.01,2445493,200.72,200.69,202.605,200.04,1741989,64.21,64.66,65.73,63.91,21843532,71.94,72.3,72.7,71.84,9339827,260.72,263.76,263.93,259.82,6161175,75.67,77.21,77.41,75.42,11145107,114.59,112.99,115.25,111.9,2577300,823.4,832.85,836.35,822.1,1032384,148.81,148.92,149.7256,148.31,19863383,342.54,345.15,346.19,341.859,3063887,241.07,241.9,244.1,240.03,13077932,163.75,162.03,164.33,161.815,7273639,145.99,147.11,147.85,145.53,6234033,629.3,629.4,631.9,625.9,68900490,161.46,161.02,163.18,160.32,91795651,43.2,43.525,43.655,43.07,372819056,743.2,747,752,738.6,13352302,414.6,416.3,418.6,411.4,7432286,776.8,781.2,783.2,772.6,2202774,8342,8442,8496,8342,4415537,2702,2714,2728.5,2698.5,7253120,4103.5,4085.5,4127,4078,7761082,212.84,214.49,214.82,212.25,1724271,279.6,279.9,281.3,278.3,10948191,219.7,220.9,221.8,217,58424402,208.11,209.28,209.83,206.88,4670575,20.56,20.75,20.98,20.56,23312427,62.37,62.5,63.04,62.05,11416102,53.33,53.66,53.96,53.29,2944707,3.7115,3.7485,3.7555,3.665,486516,61.46,61.5,62.24,61.31,8094602,102.8,102.62,104.24,102.54,4077551,232.25,231.05,234.55,231,2002660,2812,2835,2861,2804,3605384,4233,4224,4258,4221,537239,445.7,446,450,442.3,2489393,619.4,621.4,625.6,619.4,4030481,739.2,755.2,758,739.2,7097272,923,936,939.5,915.5,1875689,592.8,602,608.4,591.2,3976022,70.79,70.9,70.92,70.77,4946165,4000,7711.38,7673.08,7745.82,7673.08,1781747580,4450.32,4497.98,4497.98,4447.21,2086889231
23/10/2023,173,170.91,174.01,169.93,55980109,329.06,327.8,330.4,326.36,16834208,138.21,136.61,139.16,136.61,21861346,139.98,140.48,141.75,139.22,42823480,265.28,271.16,271.44,263.7601,101543305,56.11,56.01,56.275,55.83,11824983,532.42,524.23,533.98,522.18,2650669,535.01,536.32,538.43,533.75,886950,199.72,200.2,202.04,199.48,538547,62.94,63.35,63.515,62.75,14049970,71.86,72.38,72.38,71.44,3915146,263.15,263.38,265.22,261.93,1770160,75.62,75.86,76.145,75.14,3337942,104.14,114.24,114.24,103.83,2027300,824.51,824.8,828.51,817.08,406114,149.12,148.16,149.14,147.75,6512360,343.32,342.54,344.26,339.27,1356719,244.66,240.94,245.23,240.77,4771567,159.63,163.79,163.95,159.35,2413606,145.09,145.77,146.48,145.06,2508062,623,627,630,621.8,11041730,158.8,160.78,162.02,158.58,27812743,42.155,43.165,43.22,42.095,75965451,737.2,741.4,746.4,735,4039409,406.6,415,416,406.2,861142,765,779.2,779.2,764.6,1028682,8390,8318,8390,8288,563783,2698,2698,2724.5,2680.5,1318601,4103,4093,4126.5,4073.5,1899911,209.49,212.72,212.81,208.845,961154,276.2,279.8,282,275.1,1919282,222.5,220,224.8,220,4924262,205.12,207.91,207.91,204.98,4299153,20.525,20.625,20.7,20.51,4242703,61.99,62.28,62.57,61.79,2920791,53.63,53.19,53.63,52.92,948267,3.6825,3.675,3.701,3.67,25207,60.11,61.3,61.5,59.68,3667191,101.68,102.26,102.88,101.1,1036424,231.45,232.65,233,230.65,592510,2768,2810,2810,2766,1039858,4224,4237,4255,4221,192766,434.1,445,445,434.1,1870590,600.6,620,622.4,599,1235426,719.4,729.4,733.4,717,1317042,898.5,900.5,914.5,891,454807,574.6,587.6,590.8,570.6,1092531,70.865,70.67,70.88,70.67,5882522,4000,7652.94,7711.38,7720.14,7641.76,391879531,4453.53,4445.13,4466.36,4442.11,582598070
24/10/2023,173.44,173.05,173.67,171.45,43816644,328.65,326.17,329.39,324.51,16514487,138.04,137.42,138.41,136.62,20353653,137.63,138.7,138.84,135.56,61482470,266.5,264.35,267.85,261.2,103704040,55.84,56.18,56.21,55.46,10748903,541.69,531.35,542.4,529.47,2386600,529.19,530.13,530.84,526.127,1026469,200.4,199.04,201.71,198.67,307850,62.19,62.1,62.42,61.4518,11446549,71.51,71.73,71.73,71.16,4048827,264.31,263.14,265.77,262.44,1528372,75.77,75.39,76.125,75.255,4002720,106.74,102.31,107.72,101.85,1071882,836.76,825.27,836.98,823.6,344102,148.93,149.5,149.72,147.21,7945606,341.89,343.46,344.97,337.97,1660396,243.56,245,245.12,241.46,4709207,159.35,159.05,159.865,158.45,2230747,146.52,145,146.72,144.66,3945423,630.7,626,631.5,623.1,12244286,159.22,158,160.06,157.66,33208845,42.9,41.965,42.9,41.655,129658336,743,741.6,745.6,736.4,3984735,410.2,407.6,411.8,406.7,1230517,802.6,789.2,832.4,753.8,3206434,8420,8394,8448,8354,609680,2720,2708,2733,2708,1743439,4078.5,4096.5,4103.5,4062.5,1817336,210.15,208.26,210.44,206.92,812028,275.5,276.2,278.3,274.5,2689000,228.5,223,228.8,221.4,5716648,204.48,205.395,205.658,202.39,4043318,20.68,20.54,20.74,20.515,3179390,63.04,62.32,63.25,62.27,5182126,53.79,53.76,54.12,53.57,778252,3.715,3.679,3.739,3.6755,81715,61.11,59.91,61.12,59.87,2620758,102.1,101.2,102.1,100.76,1046593,233.1,231.15,233.55,230.55,657063,2765,2759,2777,2743,1255138,4159,4224,4237,4148,195846,422.6,431,436.2,419.7,3894362,603.6,598.6,608.8,598.6,1187329,721.4,716.2,728.6,716.2,1206749,902.5,899.5,908,897,319689,582.8,576.6,585.2,575.2,1021094,70.71,70.81,70.8554,70.6848,4200927,4000,7660.2,7652.94,7682.38,7642.36,469108210,4443.95,4445.41,4449.85,4416.61,591605661
25/10/2023,171.1,171.88,173.06,170.65,57156962,320.77,329.51,329.59,320.51,21436525,133.74,138.08,138.08,133.62,29927475,135.29,138.55,139.37,135.2,46263716,262.59,267.04,273.93,262.4606,122514643,55.5,55.95,56.05,55.435,12221683,535.78,541.69,548.85,535.73,2628934,523.59,531.1,531.42,523.41,945336,200.75,201.52,202.93,200.68,325556,60.86,62.56,62.62,60.83,11138922,71.64,71.74,72.085,71.2,3846290,271.46,265,273.075,263.97,3575956,75.82,75.98,76.39,75.73,4826589,103.53,106.65,106.65,103.295,954166,831.62,838.06,838.105,830.9,304336,148.3,149.65,150.25,148.135,7334257,336.7,342.61,343.803,336.29,1225777,241.86,243.63,244.53,241.67,5756898,157.23,160,160.2,156.88,1969736,149.83,148.36,151.9299,148.13,9636681,633.4,631.8,635.7,629.9,12858707,159.58,160.26,162.14,159.58,45402715,44.56,43,44.64,42.96,195664649,749.4,742.6,751,742.6,4056149,414,410.4,416,410.3,820882,815.8,801.6,835.6,801.6,1838557,8376,8442,8492,8376,688275,2735,2725.5,2738.5,2715,1322423,4115.5,4102,4131,4093.5,2310433,207.55,209.54,209.59,207.35,977758,276.9,276,278.3,275,3385615,231.1,230,232.9,229.9,6136918,202.37,205.87,206.25,202.31,3742063,20.73,20.625,20.84,20.62,4620837,62.29,62.17,62.7,61.47,5849513,53.41,53.77,53.88,53.18,1216285,3.745,3.71,3.766,3.71,62231,62.07,61.36,62.7,61.16,3583372,103.8,102.88,103.94,102.74,1438729,230.5,232.9,234.2,229.9,842975,2789,2765,2800,2765,655197,4186,4153,4217,4147,218008,430.7,421,440,418.4,3636379,626.8,604.8,626.8,604.8,1885574,751.2,724.2,756.6,724.2,1704417,937.5,902.5,947,902.5,696843,606.4,590,610.8,590,1914717,70.62,70.84,70.92,70.62,5518918,4000,7731.65,7660.2,7741.9,7659.61,618501820,4402.2,4452.81,4461.03,4401.38,531420608
26/10/2023,166.89,170.37,171.378,165.67,70625258,319.53,319.26,325.3499,315,35560362,130.44,131.44,132.23,130.07,31503910,129.33,131.94,132.24,129.31,70343342,255.7,257.85,260.86,254.21,119951516,53.34,53.41,54.1,52.85,37440280,513.88,519.48,526.29,513.4,3846952,504.37,519.58,521.37,503.36,1729584,200.33,200.35,201.2,198.46,668650,58.62,59.95,60.305,58.614,15360965,70.71,71.42,71.8,70.66,4773384,269.41,272.07,272.48,267.7,2437213,75.27,75.88,76.14,75.22,5272598,100.23,102,103.55,100.09,1099194,823.38,829.92,832.15,817.5,400305,147.14,147.58,148.855,146.63,8053410,330.24,334.5,334.693,330.08,1685328,236.61,240.77,240.78,236.27,6881943,154.71,155.83,156.865,154.44,2712330,147.38,149,149.25,147.31,4944786,636.1,630,640.1,628.9,12882715,156.7,156.2,157.8,153.76,56543718,44.425,44.17,45.595,44.17,144583876,753.4,742.4,756.4,741.8,4290519,410.9,414.9,415.4,408.6,1211641,811.6,807,821.2,807,1153680,8340,8336,8436,8308,488972,2725.5,2733,2742,2713,1911005,4135,4097.5,4166,4093,2327420,204.59,206.5,207.025,203.4,1257569,274.6,275.7,279.5,273.2,3972760,236.1,229.9,238.1,229.9,7831109,199.95,201,203.6,199.71,4751021,20.495,20.625,20.735,20.465,5627055,61.88,61.82,62.69,61.36,4339849,53.32,53.46,54.03,53.23,1466707,3.62,3.7,3.702,3.62,74089,61.65,61.47,61.92,61.04,2590604,102.5,103.08,103.38,102.44,1401856,228.55,227.9,230.7,227.9,764829,2725,2753,2791,2725,1267314,4107,4159,4173,4106,236088,434.1,424.5,436.2,423.9,2493385,619,621,644.6,619,2462433,746.4,739.6,769.2,739.6,3332831,936,924.5,958,924.5,629774,611.2,599.6,623.2,599.6,1985626,70.18,70.27,70.29,70.17,9128795,4000,7678.62,7731.65,7746.53,7674.7,601722056,4330,4374.36,4375.7,4329.17,645438893
27/10/2023,168.22,166.91,168.96,166.83,58499129,317.01,321.32,321.45,316.15,21447887,130.25,130.76,132.025,129.6,26397337,129.12,131.11,132.03,128.52,59904348,244.88,257.4,257.7888,244.48,127524083,53.57,53.4,53.825,53.2,17870179,512.9,513.09,518.15,508.83,2702856,508.57,504,512.135,500.66,1233830,199.72,200.71,201.49,199.45,331691,57.88,59.02,59.19,57.835,12756724,70.43,70.71,71.055,70.35,5976435,267.7,267.67,269.495,266.52,1894137,75.01,74.76,75.615,74.35,4351920,99.99,100.77,100.97,98.53,856315,824.84,822.02,831.5,818.3,464601,145.73,147.29,147.51,145.19,7071975,327.89,330.1,331.54,326.83,1669558,235.08,236.75,237.79,234.88,5935586,153.08,155,155.04,152.92,2380681,146.91,147.41,148.1,146.82,2562216,643.1,638.1,649.5,635.7,34366243,155.32,156.2,158.52,154.92,60769766,45.34,44.34,46.035,44.26,219860790,750,750,762.2,747.4,5945333,409.4,408.5,412.6,408.2,1429274,825,810.4,835.4,810.4,1683064,8378,8320,8430,8286,907271,2710,2710,2738.5,2694,3179564,4116,4120,4149.5,4100,3576343,205.05,204.63,207.15,204.63,754121,272.9,273.1,274.6,271.3,5954309,236.9,233.5,237.2,232.6,5852700,197.71,199.96,200.74,197.14,4452352,20.5,20.53,20.615,20.405,5846759,61.91,61.7,62.11,61.21,3664079,53.13,52.86,53.53,52.76,916919,3.6215,3.613,3.678,3.594,59835,60.74,61.18,61.25,60.38,2669268,102.1,101.76,102.38,100.78,1522223,231.6,231.85,233.55,229.15,1060934,2718,2717,2736,2704,1055704,4081,4079,4098,4057,250803,434.4,428.4,438.4,427.9,1983696,625,622.4,635.6,621,2912914,741.8,738.2,750.4,732.8,2987298,931,925.5,937,916.5,692101,607.8,605.6,613.8,601.4,1851259,70.47,70.28,70.5099,70.2308,8149809,4000,7683.91,7678.62,7735.16,7640.8,838196287,4320.06,4341.74,4357.4,4316.49,602353911
30/10/2023,170.29,169.02,171.17,168.87,51130955,317.54,316.59,317.67,315,17835964,131.11,129.83,131.17,128.96,20094643,131.27,129.36,131.78,128.77,46017825,246.99,243.38,247.1,238.31,104636557,53.48,53.46,53.68,53.16,14224394,511.6,511.45,514.245,507.22,2219542,508.31,506.21,511.2,504.35,1279186,200.94,199.35,201.285,198.76,309932,58.86,57.54,58.9,57.512,11493781,69.71,70.32,70.39,69.3001,4516759,266.86,267.54,267.805,265.01,1705278,74.83,74.75,74.93,74.5301,3885751,98.17,99.52,99.8,97.12,951209,834.64,823.05,834.83,820.13,294776,146.45,145.35,146.52,143.7,7044672,328.84,327.07,329.285,325.28,833525,233.36,235.38,235.47,232.21,5921753,153.23,152.21,153.31,151.7504,2434379,146.48,146.57,147.43,146.25,2694245,638.6,639.5,643,635.4,11489211,153.64,154.24,157.9,153,30166921,44.75,45,45.46,44.435,103427483,749,747.6,760.4,744.8,5303985,405.5,408.5,409.8,401.9,842661,808.8,825.4,834.4,801.8,1061522,8306,8342,8354,8244,480297,2622,2710.5,2724,2611.5,3244435,4081,4114.5,4130,4073,1987336,206.35,205,207.94,204.72,824505,269.4,272.8,273.3,268.4,2733400,235.6,237.9,238.8,233.5,3540460,198.78,196.84,198.98,195.19,3527078,20.125,20.57,20.605,19.982,7610547,62.13,61.84,62.57,61.62,3846288,52.22,53.18,53.44,52.14,909972,3.585,3.641,3.6555,3.574,75118,60.42,60.58,61.59,60.07,2766032,102.64,101.44,102.84,101.04,1468223,230.05,231.8,232.5,228.45,854088,2687,2712,2715,2668,1126113,4061,4055,4081,4030,174902,422.3,432,434.1,418.4,3202068,620.2,619.8,622.8,611.8,2137681,730.2,736.8,736.8,723,1365313,917.5,924.5,925.5,906.5,492441,602,603.8,604.4,593.6,1238810,69.95,70.11,70.18,69.94,22744439,4000,7623.99,7683.91,7684.82,7580.81,454477215,4337.44,4310.62,4338.51,4302.7,520438772
31/10/2023,170.77,169.35,170.9,167.9,44846017,312.14,315.13,315.88,310.02,26297573,128.565,129.77,130.364,127.22,25718704,125.98,130.12,130.39,125.28,73048207,244.12,242.98,249.55,241.6601,101993631,52.71,53.18,53.295,52.58,15618420,506.3,510.14,510.14,502.01,2375405,503.19,507.54,508.87,500.19,1233594,200.29,200.71,201.37,199.425,423340,58.93,58.3,59.225,58.23,11111926,70.57,69.53,70.94,69.46,9672228,269.04,266.68,269.885,265.67,2367722,75.53,75.41,76.27,75.32,5643933,98.12,98.57,99.62,97.95,843624,832.41,835,840.445,827.44,479799,144.93,144.6,145.84,144.23,7468405,323.82,325.61,327.43,322.42,1481824,229.65,231.93,232.67,229.6,6193243,151.12,151.75,152.96,150.16,2332196,143.24,145.51,146.17,143.0201,4824654,639.2,636.5,640.5,632.9,13575956,159.68,156.24,161.02,155.86,54321740,44.925,44.775,44.925,44.435,94487683,756.4,745.2,758.4,741,4132190,405.6,402,408.2,400.8,1261069,805.8,809,824,805.8,1243514,8296,8256,8334,8256,555946,2646.5,2619,2657.5,2615,1939549,4064,4080.5,4110,4061.5,1988569,203.03,205.23,207.58,202.9,856475,261.7,268.6,270,260.1,6133911,235.9,233.2,237.8,233.1,4232456,195.64,197.79,199.39,195.42,3666266,19.918,20.125,20.175,19.8,7001291,61.91,62,62.04,61.14,3829260,51.31,51.8,51.86,51.31,1397850,3.54,3.574,3.579,3.53,57329,60.23,60.21,60.57,59.6,2252126,102.78,102.68,103.12,101.9,1402963,229.1,229.45,231.05,228.6,864710,2683,2679,2708,2675,1299367,4063,4076,4077,4028,198097,420,419.1,426.1,417,1382971,620.8,616.8,626.2,613.2,2071921,729,723.2,735.6,721.2,1398377,920,909,922,907,742963,605.2,598.4,611.2,595.6,1347411,69.88,70.08,70.09,69.85,7329308,4000,7625.72,7623.99,7656.94,7593.54,493152276,4273.53,4312.88,4313.01,4265.98,602316295
